id,name,type,country,city,latitude,longitude,average_price_usd,rating,rating_count,amenities,description,popularity_score,category,nearby_destinations,generated_at
gt_3891,Budapest Historic District,destination,Hungary,Budapest,47.532503,19.042989,5.23,3.36,988,"Breakfast Included, Pet Friendly","Budapest Historic District area in Budapest, known for its local culture and points of interest.",63,urban,Kyoto Historic District,2025-10-31T17:59:12.214726Z
gt_3892,Johannesburg Boutique,hotel,South Africa,Johannesburg,-26.180225,28.089946,49.57,3.37,10845,"Breakfast Included, Airport Shuttle, Pool, Free WiFi","Comfortable Johannesburg Boutique located in Johannesburg, offering Breakfast Included, Airport Shuttle, Pool, Free WiFi. Suitable for business and leisure travelers.",89,nature,,2025-10-31T17:59:12.214741Z
gt_3893,Kuala Lumpur Retreat,resort,Malaysia,Kuala Lumpur,3.150604,101.661975,94.15,3.61,8086,Non-smoking,Relaxing resort in Kuala Lumpur with Non-smoking. Ideal for holidays and retreats.,91,cultural,"Osaka Monument, Jakarta Temple, Ho Chi Minh City Waterfront",2025-10-31T17:59:12.214760Z
gt_3894,Shanghai Monument,attraction,China,Shanghai,31.225544,121.458478,8.37,3.5,26356,Pool,Shanghai Monument is a popular attraction in Shanghai. Visitors enjoy its scenic value and cultural importance.,100,cultural,"Rome Temple, Geneva Suites",2025-10-31T17:59:12.214776Z
gt_3895,Kiev Lodge,hotel,Ukraine,Kiev,50.472746,30.540344,89.08,4.26,8449,Pet Friendly,"Comfortable Kiev Lodge located in Kiev, offering Pet Friendly. Suitable for business and leisure travelers.",92,beach,San Francisco Suites,2025-10-31T17:59:12.214794Z
gt_3896,Doha Inn,hotel,Qatar,Doha,25.322809,51.509883,67.56,3.02,14156,Bar,"Comfortable Doha Inn located in Doha, offering Bar. Suitable for business and leisure travelers.",99,nature,"Rome Downtown, Honolulu Suites, Jerusalem Suites",2025-10-31T17:59:12.214813Z
gt_3897,Doha Retreat,resort,Qatar,Doha,25.266105,51.490187,143.53,2.29,2673,Family Rooms,Relaxing resort in Doha with Family Rooms. Ideal for holidays and retreats.,76,nature,,2025-10-31T17:59:12.214827Z
gt_3898,Oslo Monument,attraction,Norway,Oslo,59.886963,10.79971,13.74,4.46,1127,"Beach Access, Spa, Free WiFi",Oslo Monument is a popular attraction in Oslo. Visitors enjoy its scenic value and cultural importance.,73,cultural,"Mumbai Downtown, Delhi Park, Sydney Lodge",2025-10-31T17:59:12.214845Z
gt_3899,Bali Railway Station,railway_station,Indonesia,Bali,-8.311562,115.102672,0.0,3.91,1287,"Spa, Airport Shuttle, Fitness Center",Bali Railway Station serving Bali with national and regional connections.,67,family,"Istanbul Suites, Bangkok Old Town",2025-10-31T17:59:12.214862Z
gt_39,Tokyo Temple,attraction,Japan,Tokyo,35.697202,139.710345,13.52,3.02,18639,"Parking, Bar, Pet Friendly, Spa",Tokyo Temple is a popular attraction in Tokyo. Visitors enjoy its scenic value and cultural importance.,93,budget,"Geneva Museum, Lima Hotel",2025-10-31T17:59:12.128561Z
gt_390,Cancun Downtown,destination,Mexico,Cancun,21.130792,-86.896043,3.76,3.47,1698,"Fitness Center, Pet Friendly, Beach Access","Cancun Downtown area in Cancun, known for its local culture and points of interest.",71,budget,"Vienna Monument, Baghdad Hotel",2025-10-31T17:59:12.136799Z
gt_3900,Johannesburg Airport,airport,South Africa,Johannesburg,-26.190101,28.024714,0.0,4.42,1083,"Pet Friendly, Free WiFi","Johannesburg Johannesburg Airport, main air transport hub serving the region.",70,adventure,"Goa Park, Hanoi Temple",2025-10-31T17:59:12.214880Z
gt_3901,Chennai Lodge,hotel,India,Chennai,13.098431,80.23631,70.12,4.22,14655,"Spa, Pool","Comfortable Chennai Lodge located in Chennai, offering Spa, Pool. Suitable for business and leisure travelers.",92,budget,Dublin Historic District,2025-10-31T17:59:12.214899Z
gt_3902,Stockholm Retreat,resort,Sweden,Stockholm,59.326694,18.082876,230.77,3.67,2975,"Free WiFi, Bar, Pet Friendly, Spa","Relaxing resort in Stockholm with Free WiFi, Bar, Pet Friendly, Spa. Ideal for holidays and retreats.",74,family,"Brisbane Monument, Istanbul Museum, Rio de Janeiro Waterfront",2025-10-31T17:59:12.214920Z
gt_3903,Hong Kong Central Station,railway_station,China,Hong Kong,22.313524,114.152863,0.0,3.35,1310,"Parking, Airport Shuttle, Beach Access, Breakfast Included",Hong Kong Central Station serving Hong Kong with national and regional connections.,68,urban,,2025-10-31T17:59:12.214935Z
gt_3904,Busan Transit Hub,railway_station,South Korea,Busan,35.173501,129.099737,0.0,4.69,1665,"Bar, Airport Shuttle, Beach Access",Busan Transit Hub serving Busan with national and regional connections.,78,budget,,2025-10-31T17:59:12.214951Z
gt_3905,Phuket Museum,attraction,Thailand,Phuket,7.887737,98.396191,10.19,4.23,28566,Family Rooms,Phuket Museum is a popular attraction in Phuket. Visitors enjoy its scenic value and cultural importance.,98,urban,,2025-10-31T17:59:12.214967Z
gt_3906,Saint Petersburg Inn,hotel,Russia,Saint Petersburg,59.975985,30.302428,108.83,4.24,8133,Free WiFi,"Comfortable Saint Petersburg Inn located in Saint Petersburg, offering Free WiFi. Suitable for business and leisure travelers.",89,cultural,,2025-10-31T17:59:12.214981Z
gt_3907,Delhi International Airport,airport,India,Delhi,28.678496,77.107683,0.0,3.52,161,Beach Access,"Delhi Delhi International Airport, main air transport hub serving the region.",54,cultural,Vienna Hotel,2025-10-31T17:59:12.215003Z
gt_3908,Toronto Viewpoint,attraction,Canada,Toronto,43.61797,-79.368146,17.7,4.84,42989,"Family Rooms, Free WiFi, Airport Shuttle",Toronto Viewpoint is a popular attraction in Toronto. Visitors enjoy its scenic value and cultural importance.,100,luxury,"Dublin Temple, Stockholm Waterfront",2025-10-31T17:59:12.215025Z
gt_3909,Jakarta Hotel,hotel,Indonesia,Jakarta,-6.250216,106.88529,90.82,3.57,4459,Pet Friendly,"Comfortable Jakarta Hotel located in Jakarta, offering Pet Friendly. Suitable for business and leisure travelers.",86,luxury,"Istanbul Waterfront, Chicago Monument",2025-10-31T17:59:12.215042Z
gt_391,Paris Resort,resort,France,Paris,48.824665,2.31903,240.6,3.29,8118,Parking,Relaxing resort in Paris with Parking. Ideal for holidays and retreats.,90,adventure,"Amsterdam Hotel, Kyoto Beach, Montreal Beach",2025-10-31T17:59:12.136818Z
gt_3910,Geneva Airport,airport,Switzerland,Geneva,46.17428,6.162485,0.0,4.59,45,"Family Rooms, Spa, Airport Shuttle, Non-smoking","Geneva Geneva Airport, main air transport hub serving the region.",41,urban,"Singapore Temple, Chennai Inn",2025-10-31T17:59:12.215060Z
gt_3911,Lima Hotel,hotel,Peru,Lima,-12.059455,-77.032648,78.18,3.54,6666,"Pool, Fitness Center","Comfortable Lima Hotel located in Lima, offering Pool, Fitness Center. Suitable for business and leisure travelers.",88,beach,"Shanghai Historic District, Oslo Inn",2025-10-31T17:59:12.215079Z
gt_3912,Phuket Viewpoint,attraction,Thailand,Phuket,7.905894,98.400787,8.53,3.54,8771,"Airport Shuttle, Breakfast Included, Family Rooms",Phuket Viewpoint is a popular attraction in Phuket. Visitors enjoy its scenic value and cultural importance.,85,budget,Goa Temple,2025-10-31T17:59:12.215095Z
gt_3913,Bogota Suites,hotel,Colombia,Bogota,4.683545,-74.076753,51.28,3.9,1836,Pet Friendly,"Comfortable Bogota Suites located in Bogota, offering Pet Friendly. Suitable for business and leisure travelers.",74,budget,"Stockholm Waterfront, Los Angeles Monument",2025-10-31T17:59:12.215112Z
gt_3914,Reykjavik Lodge,hotel,Iceland,Reykjavik,64.107053,-21.941319,55.02,4.27,8813,Parking,"Comfortable Reykjavik Lodge located in Reykjavik, offering Parking. Suitable for business and leisure travelers.",88,beach,"Lagos Waterfront, Auckland Temple",2025-10-31T17:59:12.215134Z
gt_3915,Mexico City Hotel,hotel,Mexico,Mexico City,19.418432,-99.134461,46.32,3.22,3314,Breakfast Included,"Comfortable Mexico City Hotel located in Mexico City, offering Breakfast Included. Suitable for business and leisure travelers.",82,beach,"Seoul Park, Los Angeles Lodge",2025-10-31T17:59:12.215151Z
gt_3916,Buenos Aires Beach,attraction,Argentina,Buenos Aires,-34.609054,-58.341461,8.42,4.31,19628,"Breakfast Included, Bar",Buenos Aires Beach is a popular attraction in Buenos Aires. Visitors enjoy its scenic value and cultural importance.,100,beach,"Sao Paulo Old Town, Mumbai Boutique, Rio de Janeiro Inn",2025-10-31T17:59:12.215170Z
gt_3917,Auckland Hotel,hotel,New Zealand,Auckland,-36.823564,174.773677,86.36,4.6,8097,"Beach Access, Parking, Breakfast Included, Free WiFi","Comfortable Auckland Hotel located in Auckland, offering Beach Access, Parking, Breakfast Included, Free WiFi. Suitable for business and leisure travelers.",88,luxury,"London Boutique, Beijing Hotel",2025-10-31T17:59:12.215189Z
gt_3918,Montreal Suites,hotel,Canada,Montreal,45.514722,-73.576774,127.73,4.69,2917,"Parking, Non-smoking","Comfortable Montreal Suites located in Montreal, offering Parking, Non-smoking. Suitable for business and leisure travelers.",82,adventure,,2025-10-31T17:59:12.215203Z
gt_3919,Reykjavik Suites,hotel,Iceland,Reykjavik,64.192696,-21.897267,62.01,3.49,14775,"Fitness Center, Airport Shuttle","Comfortable Reykjavik Suites located in Reykjavik, offering Fitness Center, Airport Shuttle. Suitable for business and leisure travelers.",100,beach,"Madrid Viewpoint, Brussels Waterfront",2025-10-31T17:59:12.215221Z
gt_392,Kuala Lumpur Transit Hub,railway_station,Malaysia,Kuala Lumpur,3.181915,101.647507,0.0,4.8,8,"Beach Access, Pool",Kuala Lumpur Transit Hub serving Kuala Lumpur with national and regional connections.,19,family,"Sydney Hotel, Istanbul Historic District, Buenos Aires Boutique",2025-10-31T17:59:12.136838Z
gt_3920,Singapore International Airport,airport,Singapore,Singapore,1.378672,103.772241,0.0,3.16,649,Airport Shuttle,"Singapore Singapore International Airport, main air transport hub serving the region.",68,urban,"Stockholm Hotel, Saint Petersburg Park, Chicago Museum",2025-10-31T17:59:12.215243Z
gt_3921,Vienna Lodge,hotel,Austria,Vienna,48.235023,16.374525,98.67,2.87,12613,"Parking, Beach Access, Pool","Comfortable Vienna Lodge located in Vienna, offering Parking, Beach Access, Pool. Suitable for business and leisure travelers.",90,adventure,"Lagos Downtown, Ho Chi Minh City Waterfront",2025-10-31T17:59:12.215261Z
gt_3922,Los Angeles Hotel,hotel,United States,Los Angeles,34.078247,-118.255571,106.5,2.4,1502,"Breakfast Included, Free WiFi","Comfortable Los Angeles Hotel located in Los Angeles, offering Breakfast Included, Free WiFi. Suitable for business and leisure travelers.",78,family,"San Francisco Waterfront, Geneva Waterfront, Sydney Waterfront",2025-10-31T17:59:12.215280Z
gt_3923,Singapore Inn,hotel,Singapore,Singapore,1.3061,103.814157,129.35,3.0,7201,"Parking, Beach Access, Free WiFi","Comfortable Singapore Inn located in Singapore, offering Parking, Beach Access, Free WiFi. Suitable for business and leisure travelers.",86,cultural,,2025-10-31T17:59:12.215296Z
gt_3924,Kiev Inn,hotel,Ukraine,Kiev,50.405811,30.534335,70.67,3.08,5069,Spa,"Comfortable Kiev Inn located in Kiev, offering Spa. Suitable for business and leisure travelers.",87,cultural,"Geneva Historic District, Shanghai Inn",2025-10-31T17:59:12.215313Z
gt_3925,Nairobi Suites,hotel,Kenya,Nairobi,-1.341052,36.819364,40.31,2.32,7444,"Pet Friendly, Breakfast Included, Beach Access","Comfortable Nairobi Suites located in Nairobi, offering Pet Friendly, Breakfast Included, Beach Access. Suitable for business and leisure travelers.",91,urban,,2025-10-31T17:59:12.215328Z
gt_3926,Berlin International Airport,airport,Germany,Berlin,52.489162,13.364975,0.0,4.42,1062,Fitness Center,"Berlin Berlin International Airport, main air transport hub serving the region.",71,luxury,,2025-10-31T17:59:12.215342Z
gt_3927,Buenos Aires Lodge,hotel,Argentina,Buenos Aires,-34.573046,-58.398917,40.43,2.57,888,Pet Friendly,"Comfortable Buenos Aires Lodge located in Buenos Aires, offering Pet Friendly. Suitable for business and leisure travelers.",65,nature,"Baghdad Temple, Doha Museum",2025-10-31T17:59:12.215361Z
gt_3928,Warsaw Resort,resort,Poland,Warsaw,52.251969,21.011758,188.64,4.64,1411,"Spa, Fitness Center, Breakfast Included, Pool","Relaxing resort in Warsaw with Spa, Fitness Center, Breakfast Included, Pool. Ideal for holidays and retreats.",76,budget,"Kolkata Suites, Rio de Janeiro Historic District",2025-10-31T17:59:12.215379Z
gt_3929,Chennai Hotel,hotel,India,Chennai,13.102628,80.231955,82.24,2.9,6814,"Airport Shuttle, Fitness Center, Family Rooms","Comfortable Chennai Hotel located in Chennai, offering Airport Shuttle, Fitness Center, Family Rooms. Suitable for business and leisure travelers.",86,family,Johannesburg Inn,2025-10-31T17:59:12.215395Z
gt_393,Seoul Lodge,hotel,South Korea,Seoul,37.59088,126.982716,115.84,4.01,4422,Pet Friendly,"Comfortable Seoul Lodge located in Seoul, offering Pet Friendly. Suitable for business and leisure travelers.",78,beach,"Johannesburg Old Town, Phuket Viewpoint, Istanbul Hotel",2025-10-31T17:59:12.136868Z
gt_3930,Vancouver Retreat,resort,Canada,Vancouver,49.30289,-123.124184,210.17,2.55,2951,"Fitness Center, Beach Access, Family Rooms, Bar","Relaxing resort in Vancouver with Fitness Center, Beach Access, Family Rooms, Bar. Ideal for holidays and retreats.",84,family,"Bogota Waterfront, Kuala Lumpur Lodge",2025-10-31T17:59:12.215416Z
gt_3931,Rio de Janeiro Resort,resort,Brazil,Rio de Janeiro,-22.904229,-43.167651,133.06,3.57,9809,"Beach Access, Pet Friendly, Spa, Pool","Relaxing resort in Rio de Janeiro with Beach Access, Pet Friendly, Spa, Pool. Ideal for holidays and retreats.",92,beach,Baghdad Downtown,2025-10-31T17:59:12.215433Z
gt_3932,Dubai Historic District,destination,United Arab Emirates,Dubai,25.228894,55.236496,4.56,3.59,238,Fitness Center,"Dubai Historic District area in Dubai, known for its local culture and points of interest.",53,nature,Sao Paulo Hotel,2025-10-31T17:59:12.215451Z
gt_3933,Cancun Beach Resort,resort,Mexico,Cancun,21.19756,-86.828868,117.81,4.77,12655,Bar,Relaxing resort in Cancun with Bar. Ideal for holidays and retreats.,97,urban,Accra Temple,2025-10-31T17:59:12.215467Z
gt_3934,Chennai Old Town,destination,India,Chennai,13.119857,80.317875,2.6,4.75,33,"Bar, Parking, Free WiFi, Beach Access","Chennai Old Town area in Chennai, known for its local culture and points of interest.",32,luxury,"New York Historic District, Zurich Old Town",2025-10-31T17:59:12.215485Z
gt_3935,Jerusalem Historic District,destination,Israel,Jerusalem,31.791835,35.206825,4.27,3.59,895,Beach Access,"Jerusalem Historic District area in Jerusalem, known for its local culture and points of interest.",72,cultural,Guangzhou Park,2025-10-31T17:59:12.215501Z
gt_3936,Lima Viewpoint,attraction,Peru,Lima,-12.019416,-77.090542,6.42,4.81,3131,Family Rooms,Lima Viewpoint is a popular attraction in Lima. Visitors enjoy its scenic value and cultural importance.,82,budget,Auckland Museum,2025-10-31T17:59:12.215516Z
gt_3937,Brussels Hotel,hotel,Belgium,Brussels,50.866322,4.325956,89.66,4.74,10969,Family Rooms,"Comfortable Brussels Hotel located in Brussels, offering Family Rooms. Suitable for business and leisure travelers.",97,adventure,Reykjavik Old Town,2025-10-31T17:59:12.215533Z
gt_3938,Chicago Beach,attraction,United States,Chicago,41.829818,-87.595188,16.79,3.46,19052,"Family Rooms, Spa, Airport Shuttle, Non-smoking",Chicago Beach is a popular attraction in Chicago. Visitors enjoy its scenic value and cultural importance.,99,adventure,"Osaka Inn, Ho Chi Minh City Waterfront, Sao Paulo Monument",2025-10-31T17:59:12.215555Z
gt_3939,Tokyo Temple,attraction,Japan,Tokyo,35.64043,139.724116,14.28,3.95,41156,Spa,Tokyo Temple is a popular attraction in Tokyo. Visitors enjoy its scenic value and cultural importance.,100,urban,,2025-10-31T17:59:12.215569Z
gt_394,Montreal Inn,hotel,Canada,Montreal,45.53181,-73.543711,116.4,4.31,346,"Spa, Beach Access","Comfortable Montreal Inn located in Montreal, offering Spa, Beach Access. Suitable for business and leisure travelers.",59,adventure,"Kiev Old Town, Auckland Lodge",2025-10-31T17:59:12.136889Z
gt_3940,Rome Viewpoint,attraction,Italy,Rome,41.872984,12.455493,13.72,3.78,40908,"Pool, Breakfast Included",Rome Viewpoint is a popular attraction in Rome. Visitors enjoy its scenic value and cultural importance.,100,adventure,"Chennai Old Town, Rio de Janeiro Park, Mumbai Old Town",2025-10-31T17:59:12.215588Z
gt_3941,Lagos Downtown,destination,Nigeria,Lagos,6.570495,3.406517,3.17,4.62,1904,"Pet Friendly, Pool, Bar, Spa","Lagos Downtown area in Lagos, known for its local culture and points of interest.",73,beach,"Doha Waterfront, Seoul Hotel",2025-10-31T17:59:12.215608Z
gt_3942,Amsterdam Park,attraction,Netherlands,Amsterdam,52.405992,4.86456,13.81,4.65,49795,"Parking, Free WiFi",Amsterdam Park is a popular attraction in Amsterdam. Visitors enjoy its scenic value and cultural importance.,100,adventure,,2025-10-31T17:59:12.215623Z
gt_3943,Buenos Aires Inn,hotel,Argentina,Buenos Aires,-34.572381,-58.389241,72.22,4.16,13942,"Airport Shuttle, Family Rooms","Comfortable Buenos Aires Inn located in Buenos Aires, offering Airport Shuttle, Family Rooms. Suitable for business and leisure travelers.",95,nature,Hong Kong Old Town,2025-10-31T17:59:12.215639Z
gt_3944,Tel Aviv Inn,hotel,Israel,Tel Aviv,32.081875,34.823128,125.98,2.58,12892,"Non-smoking, Beach Access","Comfortable Tel Aviv Inn located in Tel Aviv, offering Non-smoking, Beach Access. Suitable for business and leisure travelers.",93,luxury,"Jakarta Park, Madrid Temple",2025-10-31T17:59:12.215657Z
gt_3945,Singapore Boutique,hotel,Singapore,Singapore,1.400251,103.823744,146.25,3.21,6300,"Beach Access, Pool, Spa","Comfortable Singapore Boutique located in Singapore, offering Beach Access, Pool, Spa. Suitable for business and leisure travelers.",83,urban,"Cairo Inn, Bogota Inn, Phuket Hotel",2025-10-31T17:59:12.215681Z
gt_3946,Prague Suites,hotel,Czech Republic,Prague,50.098227,14.438839,121.28,3.94,6391,"Bar, Free WiFi, Parking, Airport Shuttle","Comfortable Prague Suites located in Prague, offering Bar, Free WiFi, Parking, Airport Shuttle. Suitable for business and leisure travelers.",86,cultural,Melbourne Historic District,2025-10-31T17:59:12.215698Z
gt_3947,Melbourne Boutique,hotel,Australia,Melbourne,-37.822522,144.963353,132.31,4.45,3277,"Family Rooms, Bar, Pet Friendly, Airport Shuttle","Comfortable Melbourne Boutique located in Melbourne, offering Family Rooms, Bar, Pet Friendly, Airport Shuttle. Suitable for business and leisure travelers.",79,urban,Baghdad Beach,2025-10-31T17:59:12.215715Z
gt_3948,Delhi Old Town,destination,India,Delhi,28.655,77.054152,2.49,3.57,795,"Spa, Family Rooms, Fitness Center","Delhi Old Town area in Delhi, known for its local culture and points of interest.",61,adventure,"Chennai Historic District, Hong Kong Hotel",2025-10-31T17:59:12.215733Z
gt_3949,Tehran Hotel,hotel,Iran,Tehran,35.656159,51.366146,85.55,3.33,386,Family Rooms,"Comfortable Tehran Hotel located in Tehran, offering Family Rooms. Suitable for business and leisure travelers.",63,beach,"New York Monument, Doha Waterfront",2025-10-31T17:59:12.215751Z
gt_395,Bali Hotel,hotel,Indonesia,Bali,-8.356326,115.088352,85.92,3.63,14516,"Parking, Breakfast Included, Family Rooms, Beach Access","Comfortable Bali Hotel located in Bali, offering Parking, Breakfast Included, Family Rooms, Beach Access. Suitable for business and leisure travelers.",91,cultural,"Guadalajara Old Town, Las Vegas Waterfront, Montreal Monument",2025-10-31T17:59:12.136911Z
gt_3950,Kyoto Lodge,hotel,Japan,Kyoto,34.998522,135.767834,156.18,3.34,165,"Family Rooms, Airport Shuttle, Pet Friendly","Comfortable Kyoto Lodge located in Kyoto, offering Family Rooms, Airport Shuttle, Pet Friendly. Suitable for business and leisure travelers.",50,budget,,2025-10-31T17:59:12.215767Z
gt_3951,Bengaluru Beach,attraction,India,Bengaluru,12.984029,77.602714,5.89,4.51,18556,"Non-smoking, Pet Friendly",Bengaluru Beach is a popular attraction in Bengaluru. Visitors enjoy its scenic value and cultural importance.,100,family,,2025-10-31T17:59:12.215782Z
gt_3952,Tel Aviv Railway Station,railway_station,Israel,Tel Aviv,32.046312,34.771392,0.0,3.77,667,Family Rooms,Tel Aviv Railway Station serving Tel Aviv with national and regional connections.,68,cultural,"San Francisco Downtown, Sao Paulo Viewpoint",2025-10-31T17:59:12.215802Z
gt_3953,Guangzhou Viewpoint,attraction,China,Guangzhou,23.149653,113.227756,12.4,4.12,16917,"Fitness Center, Family Rooms, Breakfast Included, Pool",Guangzhou Viewpoint is a popular attraction in Guangzhou. Visitors enjoy its scenic value and cultural importance.,99,budget,Las Vegas Viewpoint,2025-10-31T17:59:12.215820Z
gt_3954,Budapest Boutique,hotel,Hungary,Budapest,47.476888,19.057225,75.64,2.94,10858,Non-smoking,"Comfortable Budapest Boutique located in Budapest, offering Non-smoking. Suitable for business and leisure travelers.",89,nature,"Seoul Museum, Tokyo Historic District",2025-10-31T17:59:12.215839Z
gt_3955,Copenhagen Resort,resort,Denmark,Copenhagen,55.637879,12.533437,258.52,2.98,10772,Family Rooms,Relaxing resort in Copenhagen with Family Rooms. Ideal for holidays and retreats.,96,luxury,"Budapest Downtown, Paris Hotel, Rio de Janeiro Park",2025-10-31T17:59:12.215857Z
gt_3956,Amsterdam Historic District,destination,Netherlands,Amsterdam,52.410058,4.95143,5.34,3.33,865,"Family Rooms, Fitness Center, Parking, Breakfast Included","Amsterdam Historic District area in Amsterdam, known for its local culture and points of interest.",64,adventure,Bengaluru Monument,2025-10-31T17:59:12.215877Z
gt_3957,Cairo Hotel,hotel,Egypt,Cairo,30.038509,31.186746,63.63,4.04,4956,"Bar, Parking, Pool","Comfortable Cairo Hotel located in Cairo, offering Bar, Parking, Pool. Suitable for business and leisure travelers.",90,adventure,,2025-10-31T17:59:12.215892Z
gt_3958,Kiev Viewpoint,attraction,Ukraine,Kiev,50.409569,30.541904,9.26,3.69,12614,"Pool, Breakfast Included, Pet Friendly, Bar",Kiev Viewpoint is a popular attraction in Kiev. Visitors enjoy its scenic value and cultural importance.,99,luxury,Toronto Park,2025-10-31T17:59:12.215909Z
gt_3959,Sao Paulo International Airport,airport,Brazil,Sao Paulo,-23.512768,-46.654188,0.0,4.05,1873,"Beach Access, Pool, Free WiFi","Sao Paulo Sao Paulo International Airport, main air transport hub serving the region.",70,nature,"Tokyo Hotel, Brussels Boutique, Mexico City Temple",2025-10-31T17:59:12.215943Z
gt_396,Kiev Park,attraction,Ukraine,Kiev,50.442873,30.530254,11.48,4.0,42421,Breakfast Included,Kiev Park is a popular attraction in Kiev. Visitors enjoy its scenic value and cultural importance.,100,luxury,"Vancouver Suites, Seoul Viewpoint, Saint Petersburg Monument",2025-10-31T17:59:12.136934Z
gt_3960,Kiev Airport,airport,Ukraine,Kiev,50.426257,30.489385,0.0,4.58,689,"Breakfast Included, Pet Friendly, Pool","Kiev Kiev Airport, main air transport hub serving the region.",62,luxury,Geneva Monument,2025-10-31T17:59:12.215963Z
gt_3961,Brisbane Airport,airport,Australia,Brisbane,-27.47027,153.04502,0.0,3.51,1786,"Spa, Non-smoking, Breakfast Included, Fitness Center","Brisbane Brisbane Airport, main air transport hub serving the region.",72,family,Cape Town Downtown,2025-10-31T17:59:12.215982Z
gt_3962,Jerusalem Inn,hotel,Israel,Jerusalem,31.768512,35.174879,78.37,3.57,12656,"Airport Shuttle, Breakfast Included","Comfortable Jerusalem Inn located in Jerusalem, offering Airport Shuttle, Breakfast Included. Suitable for business and leisure travelers.",94,adventure,Bangkok Historic District,2025-10-31T17:59:12.216000Z
gt_3963,Rio de Janeiro Beach,attraction,Brazil,Rio de Janeiro,-22.943179,-43.176018,7.74,4.68,40193,"Family Rooms, Non-smoking",Rio de Janeiro Beach is a popular attraction in Rio de Janeiro. Visitors enjoy its scenic value and cultural importance.,100,urban,"Kiev Lodge, Oslo Temple",2025-10-31T17:59:12.216018Z
gt_3964,Mexico City International Airport,airport,Mexico,Mexico City,19.404307,-99.139814,0.0,3.58,570,"Airport Shuttle, Beach Access, Parking, Non-smoking","Mexico City Mexico City International Airport, main air transport hub serving the region.",60,nature,,2025-10-31T17:59:12.216032Z
gt_3965,Las Vegas Suites,hotel,United States,Las Vegas,36.151155,-115.179331,151.26,3.69,7630,"Parking, Spa","Comfortable Las Vegas Suites located in Las Vegas, offering Parking, Spa. Suitable for business and leisure travelers.",88,adventure,"Johannesburg Waterfront, Rio de Janeiro Waterfront",2025-10-31T17:59:12.216050Z
gt_3966,Stockholm Park,attraction,Sweden,Stockholm,59.377573,18.04979,17.81,4.36,26054,"Family Rooms, Bar",Stockholm Park is a popular attraction in Stockholm. Visitors enjoy its scenic value and cultural importance.,100,adventure,,2025-10-31T17:59:12.216080Z
gt_3967,Prague Boutique,hotel,Czech Republic,Prague,50.114805,14.433232,100.41,3.45,1242,"Non-smoking, Breakfast Included, Pet Friendly","Comfortable Prague Boutique located in Prague, offering Non-smoking, Breakfast Included, Pet Friendly. Suitable for business and leisure travelers.",75,adventure,"Tel Aviv Hotel, Kolkata Monument",2025-10-31T17:59:12.216099Z
gt_3968,Vancouver Downtown,destination,Canada,Vancouver,49.246189,-123.124444,4.51,4.61,1881,"Breakfast Included, Free WiFi, Pet Friendly, Airport Shuttle","Vancouver Downtown area in Vancouver, known for its local culture and points of interest.",75,urban,Jakarta Park,2025-10-31T17:59:12.216117Z
gt_3969,Hong Kong Museum,attraction,China,Hong Kong,22.333225,114.180391,10.69,3.86,7817,"Breakfast Included, Pet Friendly, Airport Shuttle, Spa",Hong Kong Museum is a popular attraction in Hong Kong. Visitors enjoy its scenic value and cultural importance.,94,family,"Montreal Boutique, Toronto Suites, Hanoi Old Town",2025-10-31T17:59:12.216139Z
gt_397,Berlin Retreat,resort,Germany,Berlin,52.481394,13.421158,212.49,2.54,9323,"Pet Friendly, Breakfast Included, Family Rooms","Relaxing resort in Berlin with Pet Friendly, Breakfast Included, Family Rooms. Ideal for holidays and retreats.",87,budget,,2025-10-31T17:59:12.136960Z
gt_3970,Kiev Lodge,hotel,Ukraine,Kiev,50.496317,30.553662,78.56,3.95,13135,Pet Friendly,"Comfortable Kiev Lodge located in Kiev, offering Pet Friendly. Suitable for business and leisure travelers.",94,nature,"Vienna Museum, Santiago Waterfront",2025-10-31T17:59:12.216157Z
gt_3971,Tehran Boutique,hotel,Iran,Tehran,35.716356,51.384246,61.04,2.58,12074,"Non-smoking, Airport Shuttle, Bar, Beach Access","Comfortable Tehran Boutique located in Tehran, offering Non-smoking, Airport Shuttle, Bar, Beach Access. Suitable for business and leisure travelers.",92,budget,,2025-10-31T17:59:12.216172Z
gt_3972,Copenhagen Railway Station,railway_station,Denmark,Copenhagen,55.699302,12.558893,0.0,4.19,1528,"Beach Access, Airport Shuttle",Copenhagen Railway Station serving Copenhagen with national and regional connections.,69,urban,,2025-10-31T17:59:12.216188Z
gt_3973,Shanghai Suites,hotel,China,Shanghai,31.196732,121.475588,68.79,3.51,8840,Beach Access,"Comfortable Shanghai Suites located in Shanghai, offering Beach Access. Suitable for business and leisure travelers.",93,budget,Los Angeles Inn,2025-10-31T17:59:12.216204Z
gt_3974,Brussels Resort,resort,Belgium,Brussels,50.8273,4.347823,185.63,4.3,14371,"Non-smoking, Parking","Relaxing resort in Brussels with Non-smoking, Parking. Ideal for holidays and retreats.",98,luxury,"Hong Kong Boutique, Doha Inn",2025-10-31T17:59:12.216221Z
